최고기온,최저기온,일교차,강수량,평균습도,평균풍속,일조합,일사합,일조율,평균기온,월,ds
11.6,-1.0,12.6,2.26,64.8,1.6,8.6,9.937000000000001,85.1,4.9,11.0,1964-11-17
11.3,0.5,10.8,0.0,75.3,2.1,3.9,6.078,39.0,5.9,11.0,1964-11-18
8.1,-0.2,8.3,0.59,59.5,2.5,8.6,10.056000000000001,86.0,4.0,11.0,1964-11-19
13.3,1.0,12.3,0.0,61.8,3.2,2.8,5.646,28.0,7.3,11.0,1964-11-20
10.6,-0.3,10.9,0.55,55.5,4.4,6.6,8.517999999999999,66.0,6.5,11.0,1964-11-21
8.6,-3.2,11.8,0.0,58.5,2.0,4.1,6.838000000000001,41.4,2.3,11.0,1964-11-22
11.9,6.9,5.0,0.0,61.8,4.3,7.4,10.280000000000001,74.7,9.2,11.0,1964-11-23
6.9,-0.5,7.4,0.06000000000000001,35.5,3.2,8.8,9.719000000000001,88.9,2.9,11.0,1964-11-24
4.2,-3.2,7.4,1.27,60.5,1.6,0.0,2.949,0.0,1.2,11.0,1964-11-25
11.8,2.0,9.8,2.0100000000000002,64.5,1.4,2.1,4.465,21.4,6.8,11.0,1964-11-26
13.2,4.0,9.2,3.21,77.0,1.7,1.8,5.337,18.4,8.4,11.0,1964-11-27
15.4,7.1,8.3,0.0,80.3,1.9,3.6,7.2700000000000005,36.7,9.9,11.0,1964-11-28
10.5,5.3,5.2,0.0,76.8,1.9,0.0,2.7670000000000003,0.0,7.8,11.0,1964-11-29
5.3,-6.0,11.3,0.6300000000000001,52.5,4.7,8.8,9.526,90.7,-0.3,11.0,1964-11-30
-3.4,-9.0,5.6,0.1,45.8,3.5,8.0,9.390999999999998,82.5,-6.6,12.0,1964-12-01
-0.5,-9.4,8.9,0.12000000000000002,48.8,2.6,7.3,7.493,75.3,-5.2,12.0,1964-12-02
1.2,-6.6,7.8,0.44000000000000006,51.3,1.8,8.1,7.066,83.5,-3.0,12.0,1964-12-03
4.2,-7.2,11.4,0.8099999999999999,50.5,1.8,8.2,8.0,84.5,-1.7,12.0,1964-12-04
6.6,-1.0,7.6,1.8,72.5,2.9,1.4,4.556,14.6,2.9,12.0,1964-12-05
6.1,-3.4,9.5,0.0,63.3,4.2,6.5,6.867999999999999,67.7,0.8,12.0,1964-12-06
2.2,-5.4,7.6,0.0,68.8,1.5,3.1,5.229,32.3,-1.8,12.0,1964-12-07
8.2,-2.6,10.8,0.78,75.5,1.9,6.0,7.033999999999999,62.5,2.9,12.0,1964-12-08
6.2,-0.8,7.0,1.2799999999999998,65.0,2.1,6.6,7.578,68.8,2.4,12.0,1964-12-09
2.2,-3.4,5.6,0.59,45.5,2.1,4.2,6.805,43.8,-1.0,12.0,1964-12-10
-1.7,-8.7,7.0,0.16999999999999998,44.3,4.2,8.5,9.082,88.5,-5.3,12.0,1964-12-11
-2.6,-10.6,8.0,0.11000000000000001,48.3,1.9,7.8,7.448,81.3,-6.9,12.0,1964-12-12
0.1,-7.7,7.8,0.0,69.5,2.5,0.0,2.308,0.0,-3.8,12.0,1964-12-13
4.8,-4.0,8.8,0.0,76.8,1.9,2.0,4.015,21.1,-0.1,12.0,1964-12-14
3.6,-2.2,5.8,0.0,56.3,2.3,8.9,9.731,93.7,0.1,12.0,1964-12-15
7.3,-4.5,11.8,0.6900000000000001,54.0,1.9,6.2,7.357000000000001,65.3,0.8,12.0,1964-12-16
6.8,-2.3,9.1,0.0,72.5,2.5,1.1,4.529999999999999,11.6,1.0,12.0,1964-12-17
2.4,-4.0,6.4,0.0,69.0,2.4,6.0,6.699000000000001,63.2,-1.2,12.0,1964-12-18
2.4,-5.2,7.6,0.0,71.0,1.9,5.1,6.924999999999999,53.7,-2.0,12.0,1964-12-19
8.5,-1.8,10.3,0.2,83.3,1.9,5.2,6.731999999999999,54.7,2.5,12.0,1964-12-20
11.0,1.5,9.5,2.84,81.0,1.7,3.6,6.517999999999999,37.9,5.1,12.0,1964-12-21
12.2,3.0,9.2,2.8,72.5,2.2,6.6,5.878000000000001,69.5,7.2,12.0,1964-12-22
9.4,1.0,8.4,2.8500000000000005,81.3,2.0,3.0,5.528,31.6,6.2,12.0,1964-12-23
6.4,-1.8,8.2,0.71,75.8,1.5,6.7,7.382000000000001,70.5,1.9,12.0,1964-12-24
5.4,-2.8,8.2,0.26000000000000006,70.8,1.4,8.8,8.958,92.6,0.7,12.0,1964-12-25
5.3,-4.4,9.7,1.01,65.3,1.4,7.2,7.457000000000001,75.8,0.0,12.0,1964-12-26
8.7,-3.8,12.5,1.5399999999999996,67.3,1.8,7.6,7.965000000000001,80.0,1.7,12.0,1964-12-27
8.7,1.8,6.9,0.9400000000000001,59.5,2.6,5.6,7.156000000000001,58.9,4.2,12.0,1964-12-28
6.1,0.5,5.6,0.5,84.8,1.5,0.0,1.4280000000000002,0.0,3.3,12.0,1964-12-29
5.3,-3.1,8.4,2.7,67.5,4.1,2.5,5.3020000000000005,26.3,1.4,12.0,1964-12-30
2.2,-5.5,7.7,0.6799999999999999,49.3,1.7,3.6,5.337,37.5,-1.7,12.0,1964-12-31
0.7,-5.6,6.3,1.2,69.8,3.8,5.6,10.043,58.3,-1.6,1.0,1965-01-01
-3.0,-8.8,5.8,0.16,54.8,2.4,7.6,9.839,79.2,-6.2,1.0,1965-01-02
0.9,-8.2,9.1,0.1,51.0,3.0,3.3,7.417999999999999,34.0,-4.9,1.0,1965-01-03
-5.6,-12.4,6.8,0.21000000000000002,44.8,2.5,8.7,10.696,89.7,-9.3,1.0,1965-01-04
0.8,-12.0,12.8,0.6,55.3,1.9,8.0,12.144,82.5,-6.1,1.0,1965-01-05
0.0,-4.3,4.3,1.6,84.3,3.0,0.0,2.7859999999999996,0.0,-2.1,1.0,1965-01-06
3.8,-0.4,4.2,3.8,93.0,2.2,0.0,1.7730000000000001,0.0,1.4,1.0,1965-01-07
0.2,-5.2,5.4,1.6199999999999999,67.3,4.2,5.8,9.902999999999999,59.8,-2.8,1.0,1965-01-08
0.2,-7.7,7.9,0.33,44.3,2.2,9.1,11.894000000000002,93.8,-4.3,1.0,1965-01-09
1.2,-9.2,10.4,3.8,58.5,3.7,3.8,6.261,38.8,-4.4,1.0,1965-01-10
-9.2,-16.5,7.3,0.0,70.0,6.0,6.9,9.025,70.4,-14.3,1.0,1965-01-11
-11.2,-18.1,6.9,0.0,62.5,3.1,8.1,10.402999999999999,82.7,-15.3,1.0,1965-01-12
-6.8,-15.0,8.2,0.0,68.0,1.6,3.6,7.4350000000000005,36.7,-11.1,1.0,1965-01-13
-2.5,-13.0,10.5,0.6399999999999999,71.5,1.5,7.4,9.284,75.5,-8.1,1.0,1965-01-14
0.4,-7.5,7.9,2.1,81.0,3.5,2.2,4.8759999999999994,22.2,-4.6,1.0,1965-01-15
-3.5,-11.0,7.5,0.5599999999999999,62.5,2.6,8.9,11.644,90.8,-7.9,1.0,1965-01-16
0.2,-11.8,12.0,0.38,56.0,2.6,7.9,11.195,79.8,-5.8,1.0,1965-01-17
1.4,-1.6,3.0,2.4,63.0,3.6,0.0,2.99,0.0,0.5,1.0,1965-01-18
2.9,-3.0,5.9,1.23,83.0,3.0,2.1,5.875,21.2,0.3,1.0,1965-01-19
1.4,-6.5,7.9,0.43,65.8,1.9,6.9,8.256,69.7,-2.8,1.0,1965-01-20
0.6,-6.7,7.3,0.3,71.5,1.8,7.8,10.977,78.0,-3.7,1.0,1965-01-21
2.1,-6.2,8.3,0.0,70.0,2.6,7.3,8.558,73.0,-2.8,1.0,1965-01-22
-1.4,-7.3,5.9,0.71,55.8,3.1,6.4,10.096,63.4,-3.9,1.0,1965-01-23
-2.8,-9.8,7.0,0.17,51.5,2.3,9.1,11.745,90.1,-6.5,1.0,1965-01-24
0.8,-10.8,11.6,0.76,60.3,1.5,8.5,11.084999999999999,84.2,-5.2,1.0,1965-01-25
3.0,-3.9,6.9,0.4,74.0,2.3,1.9,5.218999999999999,18.8,-0.7,1.0,1965-01-26
2.3,-5.4,7.7,0.13,64.8,2.4,8.5,10.488000000000001,83.3,-1.7,1.0,1965-01-27
2.1,-6.2,8.3,1.4599999999999997,79.0,1.4,1.8,5.3660000000000005,17.6,-1.7,1.0,1965-01-28
4.8,-1.6,6.4,2.54,68.8,1.3,0.0,2.916,0.0,1.2,1.0,1965-01-29
7.4,-3.7,11.1,0.44000000000000006,75.0,1.4,8.6,11.812000000000001,83.5,1.8,1.0,1965-01-30
3.9,-4.8,8.7,3.7,79.3,4.1,0.0,2.5559999999999996,0.0,1.5,1.0,1965-01-31
-3.1,-8.4,5.3,0.0,53.3,3.5,8.5,12.014999999999999,82.5,-5.9,2.0,1965-02-01
-5.2,-12.0,6.8,0.0,47.5,4.9,8.4,11.391,80.8,-8.2,2.0,1965-02-02
-5.6,-13.6,8.0,0.05,38.8,4.1,8.2,9.221,78.8,-9.9,2.0,1965-02-03
-1.7,-10.9,9.2,0.02,48.8,1.3,3.7,7.94,35.6,-6.3,2.0,1965-02-04
-3.6,-9.0,5.4,0.3,56.8,3.3,9.1,9.945999999999998,86.7,-6.0,2.0,1965-02-05
1.6,-11.1,12.7,0.3,64.8,2.0,3.9,6.737,37.1,-4.9,2.0,1965-02-06
7.0,-4.7,11.7,0.31,82.3,1.9,7.0,8.975,66.7,1.2,2.0,1965-02-07
6.6,-0.1,6.7,1.44,83.3,1.3,0.4,4.764,3.8,2.7,2.0,1965-02-08
7.2,-0.7,7.9,0.30999999999999994,81.5,2.1,6.8,8.847999999999999,64.2,2.5,2.0,1965-02-09
5.3,-1.6,6.9,1.11,69.0,2.3,8.1,9.230999999999998,76.4,1.4,2.0,1965-02-10
6.4,-3.6,10.0,1.0,56.8,1.8,9.5,13.198000000000002,88.8,0.9,2.0,1965-02-11
7.0,-3.0,10.0,0.6599999999999999,62.0,1.5,1.7,5.3759999999999994,15.9,2.0,2.0,1965-02-12
5.4,0.4,5.0,1.6,81.0,2.8,0.0,2.8489999999999998,0.0,2.1,2.0,1965-02-13
0.8,-4.2,5.0,0.15,56.0,4.3,9.8,12.078,90.7,-1.8,2.0,1965-02-14
3.1,-6.4,9.5,0.29000000000000004,51.8,2.3,8.0,10.391000000000002,74.1,-2.0,2.0,1965-02-15
6.4,-2.8,9.2,0.0,71.0,2.2,5.7,8.717,52.3,0.8,2.0,1965-02-16
7.8,-3.1,10.9,0.8699999999999999,63.0,2.4,6.8,10.181000000000001,62.4,2.1,2.0,1965-02-17
9.7,0.7,9.0,1.9200000000000004,57.3,2.8,7.6,13.677000000000001,69.7,4.6,2.0,1965-02-18
10.4,0.2,10.2,2.25,61.8,1.8,5.3,11.971,48.2,5.1,2.0,1965-02-19
7.5,-0.9,8.4,0.1,71.0,2.5,0.4,4.008,3.6,4.9,2.0,1965-02-20
3.1,-4.2,7.3,0.31,49.0,4.1,6.9,11.114,62.7,-1.6,2.0,1965-02-21
3.8,-6.2,10.0,0.31,49.3,2.5,9.4,11.519,84.7,-1.7,2.0,1965-02-22
2.9,-5.4,8.3,0.1,57.5,3.4,5.9,9.425,53.2,-2.2,2.0,1965-02-23
-1.5,-7.7,6.2,0.05,35.5,4.5,9.1,12.436,81.3,-4.8,2.0,1965-02-24
-0.2,-8.2,8.0,0.19,38.3,4.3,10.0,15.109,89.3,-4.8,2.0,1965-02-25
1.0,-8.4,9.4,0.01,51.5,3.1,9.9,12.217,88.4,-4.1,2.0,1965-02-26
3.3,-6.6,9.9,0.63,67.0,3.2,3.9,6.018,34.5,-1.5,2.0,1965-02-27
4.2,-4.0,8.2,0.09,51.5,4.5,9.8,16.511999999999997,86.7,0.7,2.0,1965-02-28
5.6,-6.2,11.8,0.13,46.3,2.0,9.4,13.325999999999999,83.2,-0.9,3.0,1965-03-01
7.3,-2.2,9.5,0.68,55.3,1.8,3.9,8.263000000000002,34.2,1.8,3.0,1965-03-02
5.3,-3.6,8.9,0.21000000000000002,56.8,2.6,2.6,6.685,22.8,1.3,3.0,1965-03-03
1.6,-6.5,8.1,0.14,53.3,3.9,9.5,12.985,82.6,-3.3,3.0,1965-03-04
1.4,-7.4,8.8,0.32999999999999996,50.8,3.1,10.2,14.443000000000001,88.7,-3.2,3.0,1965-03-05
0.2,-5.6,5.8,0.6,77.8,1.9,0.03,3.2979999999999996,0.0,-2.6,3.0,1965-03-06
3.4,-6.6,10.0,0.71,55.5,3.2,7.7,10.832,66.4,-1.3,3.0,1965-03-07
8.6,-3.0,11.6,2.5100000000000002,73.8,4.1,8.7,10.738999999999999,75.0,2.6,3.0,1965-03-08
3.2,-3.0,6.2,0.5599999999999999,50.8,4.7,7.1,13.577000000000002,60.7,1.0,3.0,1965-03-09
3.8,-5.4,9.2,0.3,48.3,2.8,10.1,13.766,86.3,-1.4,3.0,1965-03-10
6.6,-3.1,9.7,0.0,76.5,3.8,1.5,5.877000000000001,12.7,2.3,3.0,1965-03-11
7.0,0.4,6.6,0.65,56.8,4.3,9.2,15.793000000000001,78.0,3.1,3.0,1965-03-12
10.0,-2.0,12.0,1.1300000000000001,56.8,2.3,10.0,16.600999999999996,84.7,2.9,3.0,1965-03-13
14.5,-1.0,15.5,0.0,44.5,3.1,4.8,12.0,40.3,7.1,3.0,1965-03-14
11.4,0.8,10.6,10.5,88.0,3.3,0.0,1.669,0.0,5.2,3.0,1965-03-15
3.4,0.3,3.1,3.3,89.8,2.2,0.0,2.39,0.0,1.6,3.0,1965-03-16
15.3,2.3,13.0,0.38,55.0,2.6,10.2,17.253,85.0,7.9,3.0,1965-03-17
11.6,2.6,9.0,0.7099999999999999,77.0,3.4,9.3,13.994,77.5,6.3,3.0,1965-03-18
5.6,1.0,4.6,0.23999999999999994,43.5,4.9,9.2,15.342999999999998,76.0,3.0,3.0,1965-03-19
8.1,-1.4,9.5,0.44000000000000006,41.5,3.5,9.2,15.199000000000002,76.0,3.0,3.0,1965-03-20
10.7,-0.6,11.3,1.72,60.3,2.6,8.5,13.263,69.7,4.4,3.0,1965-03-21
11.8,2.6,9.2,0.78,69.0,2.0,6.7,12.062999999999999,54.9,6.0,3.0,1965-03-22
10.4,0.6,9.8,0.1,58.5,2.1,2.2,7.9030000000000005,18.0,6.1,3.0,1965-03-23
14.8,2.2,12.6,0.75,51.5,4.3,9.4,17.005000000000003,76.4,7.7,3.0,1965-03-24
5.6,-2.4,8.0,0.06999999999999999,40.0,4.6,10.4,14.969999999999999,84.6,1.0,3.0,1965-03-25
5.9,-3.7,9.6,0.2,38.0,4.5,8.6,12.613,69.4,0.7,3.0,1965-03-26
6.6,-3.7,10.3,0.4699999999999999,48.8,2.7,9.5,14.124,76.6,1.0,3.0,1965-03-27
6.6,-2.7,9.3,0.0,68.3,3.4,4.7,8.052000000000001,37.9,2.2,3.0,1965-03-28
10.4,-1.8,12.2,0.6799999999999999,54.8,2.9,9.8,14.331999999999999,78.4,4.6,3.0,1965-03-29
13.2,3.2,10.0,0.7300000000000001,71.0,3.3,9.8,16.906,78.4,7.9,3.0,1965-03-30
11.7,3.3,8.4,2.4,84.5,3.4,5.0,8.833000000000002,39.7,6.5,3.0,1965-03-31
9.2,0.7,8.5,0.12999999999999998,44.0,4.7,10.4,19.582,82.5,4.2,4.0,1965-04-01
9.4,-1.3,10.7,0.07999999999999999,44.0,3.0,10.0,17.516,79.4,4.1,4.0,1965-04-02
11.8,1.6,10.2,0.93,55.0,2.9,9.9,16.166000000000004,78.0,5.7,4.0,1965-04-03
11.6,2.6,9.0,0.73,48.3,3.1,10.4,19.043999999999997,81.9,5.7,4.0,1965-04-04
11.2,0.8,10.4,0.5200000000000001,37.5,3.1,10.5,18.172,82.0,6.3,4.0,1965-04-05
13.1,0.3,12.8,0.38,59.0,2.9,10.3,16.351,80.5,6.6,4.0,1965-04-06
15.6,2.0,13.6,0.27,64.5,2.6,10.1,17.614,78.9,8.2,4.0,1965-04-07
12.6,5.0,7.6,0.0,62.3,2.5,2.3,9.117999999999999,17.8,7.7,4.0,1965-04-08
10.8,2.4,8.4,0.0,85.0,2.8,0.8,5.3149999999999995,6.2,6.4,4.0,1965-04-09
7.3,1.0,6.3,0.44000000000000006,30.5,4.3,9.8,18.116999999999997,76.0,4.0,4.0,1965-04-10
11.5,0.0,11.5,1.1,53.0,4.1,10.3,16.991000000000003,79.2,6.0,4.0,1965-04-11
14.5,3.6,10.9,0.82,66.8,2.8,8.0,15.223000000000003,60.6,8.8,4.0,1965-04-12
18.0,5.6,12.4,0.0,67.0,2.9,9.0,18.821000000000005,68.7,10.9,4.0,1965-04-13
18.6,7.0,11.6,4.64,76.8,2.7,7.7,16.186,58.8,10.8,4.0,1965-04-14
18.8,7.4,11.4,0.43000000000000005,54.0,3.5,10.9,20.244999999999997,82.6,13.5,4.0,1965-04-15
21.3,10.8,10.5,1.5,54.5,3.0,4.8,13.955000000000002,36.4,15.9,4.0,1965-04-16
23.8,10.2,13.6,1.2,56.3,2.9,8.5,21.541,64.4,16.5,4.0,1965-04-17
19.2,7.3,11.9,1.07,53.0,5.9,6.8,17.534,51.5,12.1,4.0,1965-04-18
10.0,6.8,3.2,2.5,78.8,3.5,0.02,2.6390000000000002,0.0,8.5,4.0,1965-04-19
14.6,3.4,11.2,0.65,66.8,1.7,5.4,12.625,40.6,8.5,4.0,1965-04-20
17.4,4.3,13.1,1.48,36.8,2.5,10.8,20.707,80.6,11.2,4.0,1965-04-21
15.0,6.8,8.2,1.3,55.8,2.1,1.0,8.687,7.5,11.4,4.0,1965-04-22
20.0,8.8,11.2,4.4,66.8,4.3,5.8,14.628,43.0,13.1,4.0,1965-04-23
23.8,8.2,15.6,1.72,51.0,2.2,10.2,19.613,75.6,15.5,4.0,1965-04-24
27.0,10.8,16.2,1.2499999999999998,50.5,2.2,8.8,20.479999999999997,65.2,18.9,4.0,1965-04-25
25.6,14.0,11.6,1.48,42.3,3.7,9.9,21.972,72.8,18.8,4.0,1965-04-26
20.2,9.4,10.8,1.02,33.8,2.8,8.0,19.468,58.8,14.7,4.0,1965-04-27
12.5,9.3,3.2,2.2,75.3,1.6,0.0,3.188,0.0,10.8,4.0,1965-04-28
12.8,9.0,3.8,0.0,70.3,1.8,0.03,3.8409999999999997,0.0,10.9,4.0,1965-04-29
17.4,6.2,11.2,1.3399999999999999,70.3,2.5,9.9,20.211,72.3,11.8,4.0,1965-04-30
17.6,7.6,10.0,3.9099999999999993,69.3,2.1,4.9,12.184999999999999,35.8,11.3,5.0,1965-05-01
13.0,7.5,5.5,0.1,78.0,1.3,0.0,3.457,0.0,10.7,5.0,1965-05-02
17.2,9.8,7.4,0.0,68.3,2.5,0.7,8.067,5.1,13.2,5.0,1965-05-03
21.3,7.7,13.6,1.4600000000000002,63.0,2.5,10.7,21.768,77.5,14.5,5.0,1965-05-04
16.8,10.4,6.4,2.6,85.0,2.8,0.6,6.0409999999999995,4.3,12.2,5.0,1965-05-05
16.2,9.4,6.8,0.0,82.0,3.1,3.0,8.925,21.6,11.1,5.0,1965-05-06
21.8,8.5,13.3,1.5899999999999999,71.3,3.0,10.0,20.461,71.9,14.5,5.0,1965-05-07
23.6,11.8,11.8,2.02,70.8,3.7,9.1,19.689,65.0,17.5,5.0,1965-05-08
22.3,14.8,7.5,2.2,77.3,2.6,3.6,14.023,25.7,18.0,5.0,1965-05-09
24.0,11.0,13.0,2.81,52.5,3.1,11.2,22.821,80.0,16.7,5.0,1965-05-10
24.8,9.6,15.2,2.16,46.5,2.7,11.4,21.607,81.4,16.6,5.0,1965-05-11
26.1,10.0,16.1,0.62,35.8,2.3,11.3,21.472,80.1,18.1,5.0,1965-05-12
24.6,12.0,12.6,2.7199999999999998,68.5,3.0,5.9,17.523,41.8,17.8,5.0,1965-05-13
26.2,16.2,10.0,0.0,71.5,2.8,5.9,17.413999999999998,41.5,19.8,5.0,1965-05-14
24.8,13.9,10.9,0.43,71.8,2.5,9.5,20.093,66.9,18.5,5.0,1965-05-15
23.0,11.6,11.4,0.0,78.5,3.0,6.7,16.22,47.2,14.5,5.0,1965-05-16
22.2,10.0,12.2,1.25,57.8,2.5,11.1,22.543,78.2,15.5,5.0,1965-05-17
23.1,9.3,13.8,0.0,55.0,3.7,9.4,21.155,66.2,16.3,5.0,1965-05-18
28.3,12.4,15.9,1.56,66.3,2.8,10.6,21.678000000000004,74.1,20.2,5.0,1965-05-19
24.8,12.8,12.0,3.8,76.0,3.8,3.6,14.507,25.2,19.1,5.0,1965-05-20
21.6,11.9,9.7,0.51,56.0,4.8,10.0,19.534000000000002,69.9,15.8,5.0,1965-05-21
26.0,11.6,14.4,0.57,58.8,3.3,10.5,21.007,73.4,18.9,5.0,1965-05-22
26.2,15.6,10.6,0.6199999999999999,46.0,3.5,9.2,21.375999999999998,63.9,20.5,5.0,1965-05-23
20.4,16.4,4.0,1.8,87.0,1.9,0.0,4.65,0.0,18.4,5.0,1965-05-24
25.0,16.0,9.0,0.2,76.0,1.7,2.1,10.872,14.6,19.8,5.0,1965-05-25
26.4,18.6,7.8,0.0,73.5,1.5,1.2,8.836,8.3,21.3,5.0,1965-05-26
21.8,17.8,4.0,0.9,60.3,4.4,0.0,6.949,0.0,19.7,5.0,1965-05-27
29.0,15.7,13.3,2.8899999999999997,54.5,2.2,10.4,22.726999999999997,71.7,21.1,5.0,1965-05-28
31.0,16.1,14.9,0.37,45.5,2.3,8.1,20.528000000000002,55.9,23.5,5.0,1965-05-29
27.9,14.9,13.0,1.9100000000000001,45.0,3.0,10.9,21.54,75.2,21.0,5.0,1965-05-30
27.2,14.4,12.8,2.45,70.3,3.0,8.7,19.797,59.6,19.3,5.0,1965-05-31
27.8,14.9,12.9,1.9799999999999998,66.3,2.3,10.4,21.14,71.2,20.7,6.0,1965-06-01
26.6,16.4,10.2,2.8600000000000003,67.0,2.3,8.4,20.833000000000002,57.5,20.5,6.0,1965-06-02
19.8,14.4,5.4,0.5,82.8,1.7,0.04,4.901999999999999,0.0,15.8,6.0,1965-06-03
23.0,14.3,8.7,1.97,75.5,3.5,9.3,15.580999999999998,63.7,17.5,6.0,1965-06-04
26.0,13.9,12.1,0.0,72.5,3.6,8.5,18.801,58.2,19.2,6.0,1965-06-05
27.4,14.4,13.0,3.8600000000000003,71.5,2.9,8.3,18.491999999999997,56.5,19.8,6.0,1965-06-06
29.2,15.2,14.0,2.08,47.3,2.1,11.1,22.349,75.5,22.2,6.0,1965-06-07
27.8,15.4,12.4,0.09,55.5,2.7,9.5,20.544,64.6,20.6,6.0,1965-06-08
29.8,13.8,16.0,3.63,59.3,2.2,9.5,21.689999999999998,64.6,21.5,6.0,1965-06-09
28.2,16.3,11.9,0.0,48.0,2.0,3.7,15.187999999999999,25.2,21.4,6.0,1965-06-10
31.0,18.3,12.7,0.0,41.0,1.8,10.7,24.025,72.8,24.7,6.0,1965-06-11
28.4,18.2,10.2,0.38,54.0,1.9,1.6,11.388000000000002,10.9,23.1,6.0,1965-06-12
31.3,18.0,13.3,15.8,60.3,2.2,10.1,19.558,68.7,23.8,6.0,1965-06-13
30.4,17.0,13.4,3.5,63.5,2.0,9.8,21.106,66.7,23.0,6.0,1965-06-14
31.4,17.8,13.6,0.89,56.0,1.6,7.8,19.735000000000003,53.1,24.3,6.0,1965-06-15
21.6,17.8,3.8,5.9,76.3,1.5,0.02,6.809,0.0,19.6,6.0,1965-06-16
24.8,17.0,7.8,0.6,83.8,2.1,8.2,17.538999999999998,55.4,19.3,6.0,1965-06-17
26.0,16.4,9.6,7.32,77.3,1.8,10.2,18.315000000000005,68.9,20.3,6.0,1965-06-18
26.6,16.4,10.2,3.94,82.0,1.4,6.0,15.010000000000002,40.5,20.1,6.0,1965-06-19
30.9,17.3,13.6,1.0,75.3,1.7,9.6,20.827,64.9,23.0,6.0,1965-06-20
29.1,17.4,11.7,8.6,71.8,2.3,12.2,19.836000000000002,82.4,22.5,6.0,1965-06-21
29.9,17.8,12.1,8.6,75.8,2.6,10.1,19.681,68.2,22.8,6.0,1965-06-22
31.0,18.2,12.8,6.9,72.0,2.5,10.8,21.177,73.0,23.6,6.0,1965-06-23
33.4,18.2,15.2,6.8199999999999985,69.8,2.1,12.0,18.28,81.1,24.3,6.0,1965-06-24
34.6,19.6,15.0,1.7899999999999998,56.8,1.3,8.9,19.994000000000003,60.1,26.8,6.0,1965-06-25
31.3,21.4,9.9,0.9700000000000001,63.0,1.3,3.7,14.490000000000004,25.0,25.0,6.0,1965-06-26
33.6,20.1,13.5,1.26,54.8,1.7,11.7,22.369,79.6,26.2,6.0,1965-06-27
29.3,19.8,9.5,3.84,74.5,1.5,10.6,20.252000000000002,72.1,23.8,6.0,1965-06-28
29.9,20.2,9.7,0.0,71.0,2.0,5.2,16.607000000000003,35.4,24.5,6.0,1965-06-29
30.0,20.6,9.4,0.0,81.5,2.1,5.6,15.203999999999999,38.1,23.8,6.0,1965-06-30
31.4,20.9,10.5,0.1,68.0,1.6,11.2,19.719,76.2,24.8,7.0,1965-07-01
35.2,19.6,15.6,1.67,56.3,0.9,10.9,22.301,74.1,26.9,7.0,1965-07-02
34.6,21.5,13.1,2.55,56.0,0.6,9.9,21.017999999999997,67.3,27.6,7.0,1965-07-03
24.1,19.4,4.7,18.3,87.5,2.2,0.11000000000000001,3.96,0.0,21.7,7.0,1965-07-04
29.2,20.0,9.2,4.1499999999999995,79.8,2.6,8.5,17.572,57.8,23.1,7.0,1965-07-05
29.2,19.5,9.7,2.79,70.0,0.7,5.3,15.428,36.1,24.7,7.0,1965-07-06
28.5,20.4,8.1,9.8,74.8,1.1,2.1,12.678999999999998,14.4,23.8,7.0,1965-07-07
28.9,19.2,9.7,0.0,72.5,0.9,3.9,14.769,26.7,24.4,7.0,1965-07-08
25.0,21.5,3.5,13.1,92.0,1.0,0.01,3.123,0.0,23.3,7.0,1965-07-09
24.2,19.2,5.0,91.9,95.8,2.0,0.02,2.098,0.0,22.0,7.0,1965-07-10
24.8,18.8,6.0,16.0,90.5,1.7,0.0,4.188000000000001,0.0,20.9,7.0,1965-07-11
28.4,19.4,9.0,6.83,83.5,1.5,4.7,13.139,32.2,22.9,7.0,1965-07-12
29.2,20.0,9.2,15.2,84.0,1.5,4.2,14.537,28.8,23.2,7.0,1965-07-13
25.2,20.8,4.4,59.1,93.3,4.2,0.06000000000000001,2.8970000000000002,0.0,23.7,7.0,1965-07-14
25.6,22.9,2.7,32.9,94.8,6.1,0.0,2.4139999999999997,0.0,24.1,7.0,1965-07-15
25.0,18.4,6.6,108.8,89.3,2.6,0.27,3.3760000000000003,0.0,22.2,7.0,1965-07-16
26.3,21.3,5.0,22.9,94.8,1.7,0.4,4.7139999999999995,2.8,23.0,7.0,1965-07-17
31.4,21.9,9.5,8.84,81.0,1.4,6.6,14.273,45.5,26.2,7.0,1965-07-18
30.0,22.7,7.3,0.0,90.0,2.0,3.1,11.919,21.4,25.0,7.0,1965-07-19
24.8,21.9,2.9,144.9,96.8,1.5,0.09,2.4579999999999997,0.0,23.1,7.0,1965-07-20
26.2,20.5,5.7,16.0,90.0,2.1,0.0,5.303999999999999,0.0,23.1,7.0,1965-07-21
26.0,18.6,7.4,1.7,70.8,4.1,0.6,10.183,4.2,22.6,7.0,1965-07-22
29.0,19.8,9.2,0.4600000000000001,64.8,3.2,9.6,19.457,66.7,24.0,7.0,1965-07-23
28.2,20.5,7.7,3.2299999999999995,71.3,2.4,10.0,20.633000000000003,69.9,24.3,7.0,1965-07-24
30.9,19.8,11.1,5.3100000000000005,75.5,1.9,8.1,18.205,56.6,25.2,7.0,1965-07-25
29.3,22.2,7.1,41.0,89.3,2.0,4.3,12.763,30.1,24.7,7.0,1965-07-26
29.0,23.2,5.8,1.4,87.3,2.4,0.12000000000000002,7.7780000000000005,0.0,25.3,7.0,1965-07-27
